geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0007219	Notch signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007219	155	15	5.479303814591036	2.7375740618828175	3.842836778811254e-4	0.008375413492280938	604;1950;2296;3815;7079;8470;8626;8788;23462;51162;55273;55897;81544;84441;375033	ENSG00000158555;ENSG00000054598;ENSG00000187800;ENSG00000166823;ENSG00000166292;ENSG00000164683;ENSG00000157150;ENSG00000172889;ENSG00000184384;ENSG00000154556;ENSG00000113916;ENSG00000157404;ENSG00000138798;ENSG00000185559;ENSG00000073282
GO:0003007	heart morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003007	195	17	6.893317702227432	2.466156462585034	5.487188545247879e-4	0.01142673720324919	94;2296;2348;4604;5727;5914;5950;6586;7049;7122;8854;10395;23462;55273;55742;55897;140706	ENSG00000054598;ENSG00000138207;ENSG00000166823;ENSG00000110195;ENSG00000166292;ENSG00000184113;ENSG00000184347;ENSG00000164683;ENSG00000197702;ENSG00000139567;ENSG00000131759;ENSG00000164741;ENSG00000285265;ENSG00000185920;ENSG00000128918;ENSG00000101331;ENSG00000069702;ENSG00000196091
GO:0007389	pattern specification process	http://amigo.geneontology.org/amigo/term/GO:0007389	307	23	10.852556587609342	2.1193162932925613	5.631231385927471e-4	0.01142673720324919	94;2246;2296;2348;2719;3200;3202;3204;3205;4222;4223;4281;4435;5649;5727;6422;7704;8626;8854;25928;55897;79192;130399	ENSG00000054598;ENSG00000166823;ENSG00000110195;ENSG00000123612;ENSG00000104332;ENSG00000170549;ENSG00000189056;ENSG00000101871;ENSG00000139567;ENSG00000171243;ENSG00000106004;ENSG00000105997;ENSG00000113578;ENSG00000185920;ENSG00000128918;ENSG00000122592;ENSG00000005102;ENSG00000078399;ENSG00000109906;ENSG00000147257;ENSG00000073282;ENSG00000106511;ENSG00000125931
GO:0043588	skin development	http://amigo.geneontology.org/amigo/term/GO:0043588	214	18	7.564974298854721	2.379386801449552	5.841314869923231e-4	0.01142673720324919	301;1001;1475;2252;2296;3204;3728;3852;3854;3861;3866;3872;5154;5317;8626;8644;25928;147495	ENSG00000054598;ENSG00000081277;ENSG00000154856;ENSG00000197461;ENSG00000140285;ENSG00000171243;ENSG00000171346;ENSG00000186081;ENSG00000196139;ENSG00000128422;ENSG00000173801;ENSG00000122592;ENSG00000186847;ENSG00000121552;ENSG00000062038;ENSG00000073282;ENSG00000185479;ENSG00000135046
GO:0090287	regulation of cellular response to growth factor stimulus	http://amigo.geneontology.org/amigo/term/GO:0090287	214	18	7.564974298854721	2.379386801449552	5.841314869923231e-4	0.01142673720324919	94;857;1028;1149;2246;2247;2348;2719;4435;6422;7049;7498;8322;23111;25928;79812;91851;348093	ENSG00000138685;ENSG00000110195;ENSG00000158125;ENSG00000104332;ENSG00000129757;ENSG00000273707;ENSG00000174804;ENSG00000173269;ENSG00000105974;ENSG00000139567;ENSG00000171243;ENSG00000101938;ENSG00000166831;ENSG00000133104;ENSG00000113578;ENSG00000176194;ENSG00000147257;ENSG00000069702;ENSG00000125931
GO:0042391	regulation of membrane potential	http://amigo.geneontology.org/amigo/term/GO:0042391	251	20	8.872937144918387	2.2540450443125457	5.915016905211345e-4	0.01142673720324919	274;287;477;857;948;1756;2273;2564;2568;3728;3783;4915;5348;5649;5764;6328;6330;9481;23111;55022	ENSG00000177098;ENSG00000153253;ENSG00000153291;ENSG00000018625;ENSG00000135218;ENSG00000266964;ENSG00000136717;ENSG00000189056;ENSG00000198947;ENSG00000104783;ENSG00000153823;ENSG00000022267;ENSG00000105974;ENSG00000094755;ENSG00000105894;ENSG00000148053;ENSG00000133104;ENSG00000173801;ENSG00000102287;ENSG00000145362
GO:0040013	negative regulation of locomotion	http://amigo.geneontology.org/amigo/term/GO:0040013	271	21	9.579944088736585	2.1920795993674225	6.271307663736625e-4	0.011845803364835848	94;347;2247;3204;3728;4223;5468;5764;6366;6376;6422;8434;9370;10395;11240;23671;56477;56920;56999;79812;130399	ENSG00000138685;ENSG00000122707;ENSG00000006210;ENSG00000144339;ENSG00000123612;ENSG00000104332;ENSG00000010319;ENSG00000173269;ENSG00000163638;ENSG00000181092;ENSG00000117115;ENSG00000139567;ENSG00000105894;ENSG00000151882;ENSG00000164741;ENSG00000285265;ENSG00000173801;ENSG00000122592;ENSG00000132170;ENSG00000137077;ENSG00000189058;ENSG00000106511
GO:0060326	cell chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0060326	237	19	8.378032284245648	2.267835615258762	7.483422765390824e-4	0.013828063805613479	301;1908;1910;2246;2247;2277;2920;3680;3815;6288;6289;6291;6358;6366;6376;11240;55742;56477;100528017	ENSG00000138685;ENSG00000165197;ENSG00000006210;ENSG00000134339;ENSG00000173432;ENSG00000255071;ENSG00000136160;ENSG00000197702;ENSG00000144668;ENSG00000117115;ENSG00000148965;ENSG00000151882;ENSG00000124205;ENSG00000113578;ENSG00000081041;ENSG00000157404;ENSG00000137077;ENSG00000276409;ENSG00000277236;ENSG00000135046
GO:0016042	lipid catabolic process	http://amigo.geneontology.org/amigo/term/GO:0016042	240	19	8.484083325818379	2.2394876700680273	8.709533897226507e-4	0.015751284707750064	32;1066;1149;1381;2109;2167;2173;3952;3991;4023;5105;5140;5168;5346;8644;9370;11343;85329;283927	ENSG00000164434;ENSG00000175445;ENSG00000076555;ENSG00000174697;ENSG00000105379;ENSG00000079435;ENSG00000181092;ENSG00000170323;ENSG00000166819;ENSG00000166426;ENSG00000124253;ENSG00000140876;ENSG00000198848;ENSG00000262243;ENSG00000196139;ENSG00000136960;ENSG00000176194;ENSG00000133317;ENSG00000074416;ENSG00000152270
GO:0062012	regulation of small molecule metabolic process	http://amigo.geneontology.org/amigo/term/GO:0062012	279	21	9.862746866263866	2.1292242703533026	9.129104205385374e-4	0.016166122030369934	32;301;857;1346;1950;2246;2819;3815;3952;3953;4199;5166;5468;8644;9370;10580;51085;55022;57678;64788;84649	ENSG00000103227;ENSG00000260807;ENSG00000167588;ENSG00000076555;ENSG00000174697;ENSG00000161281;ENSG00000009950;ENSG00000181092;ENSG00000153823;ENSG00000119927;ENSG00000105974;ENSG00000062282;ENSG00000095637;ENSG00000196139;ENSG00000113578;ENSG00000132170;ENSG00000004799;ENSG00000065833;ENSG00000157404;ENSG00000138798;ENSG00000116678;ENSG00000135046
GO:2000027	regulation of animal organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:2000027	170	15	6.009559022454685	2.4960234093637457	0.0010129440999059325	0.0175714792840825	2119;2246;2252;2296;2719;4435;4781;5154;5764;6422;8322;55679;55897;84870;93986	ENSG00000054598;ENSG00000072163;ENSG00000147862;ENSG00000166823;ENSG00000104332;ENSG00000174804;ENSG00000244405;ENSG00000197461;ENSG00000140285;ENSG00000128573;ENSG00000146374;ENSG00000105894;ENSG00000113578;ENSG00000147257;ENSG00000125931
GO:0021953	central nervous system neuron differentiation	http://amigo.geneontology.org/amigo/term/GO:0021953	121	12	4.277392010100099	2.8054477989542925	0.001166116081015689	0.019823973377266713	3400;3952;4133;4781;4915;4983;5727;6422;6586;9201;26468;81544	ENSG00000079482;ENSG00000158555;ENSG00000147862;ENSG00000174697;ENSG00000104332;ENSG00000184347;ENSG00000078018;ENSG00000148053;ENSG00000172201;ENSG00000106852;ENSG00000185920;ENSG00000133083
GO:0061448	connective tissue development	http://amigo.geneontology.org/amigo/term/GO:0061448	211	17	7.458923257281991	2.279149337460103	0.0013260750511431274	0.022101250852385457	59;94;1116;2202;2247;3200;3202;3400;3952;4147;4781;5154;5914;7704;23111;64102;84649	ENSG00000138685;ENSG00000147862;ENSG00000174697;ENSG00000197461;ENSG00000132561;ENSG00000139567;ENSG00000131759;ENSG00000062282;ENSG00000106004;ENSG00000000005;ENSG00000105997;ENSG00000172201;ENSG00000133104;ENSG00000109906;ENSG00000115380;ENSG00000107796;ENSG00000133048
GO:0035265	organ growth	http://amigo.geneontology.org/amigo/term/GO:0035265	140	13	4.949048606727388	2.62676749271137	0.0013592899489094368	0.022219162626404255	32;2247;2252;2296;3952;3953;4147;5914;5950;7049;8470;55897;140706	ENSG00000138685;ENSG00000054598;ENSG00000076555;ENSG00000174697;ENSG00000138207;ENSG00000166823;ENSG00000132561;ENSG00000140285;ENSG00000154556;ENSG00000131759;ENSG00000101331;ENSG00000069702;ENSG00000116678
GO:0060485	mesenchyme development	http://amigo.geneontology.org/amigo/term/GO:0060485	212	17	7.494273604472901	2.268398633038121	0.0013961392492303215	0.02232555110000513	59;72;94;1908;1910;2296;2348;3202;4222;6422;6663;7049;8854;23462;55273;55897;56920	ENSG00000054598;ENSG00000100146;ENSG00000166823;ENSG00000110195;ENSG00000166292;ENSG00000104332;ENSG00000010319;ENSG00000164683;ENSG00000136160;ENSG00000139567;ENSG00000106004;ENSG00000124205;ENSG00000128918;ENSG00000005102;ENSG00000069702;ENSG00000163017;ENSG00000107796
GO:0033002	muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0033002	158	14	5.585354856163765	2.5065551537070525	0.0014183291287062083	0.02232555110000513	284;347;1264;2247;2296;4881;5468;5950;6376;6648;7049;9370;57447;348093	ENSG00000138685;ENSG00000169418;ENSG00000054598;ENSG00000006210;ENSG00000138207;ENSG00000165795;ENSG00000112096;ENSG00000285441;ENSG00000154188;ENSG00000181092;ENSG00000166831;ENSG00000130176;ENSG00000132170;ENSG00000069702;ENSG00000189058
GO:0055088	lipid homeostasis	http://amigo.geneontology.org/amigo/term/GO:0055088	93	10	3.2875822887546216	3.041748957647575	0.0016058683822621767	0.024817965907688186	857;2167;4023;5468;9481;51085;51129;57678;84649;338328	ENSG00000167772;ENSG00000277494;ENSG00000175445;ENSG00000153291;ENSG00000009950;ENSG00000170323;ENSG00000119927;ENSG00000105974;ENSG00000062282;ENSG00000132170
GO:0008643	carbohydrate transport	http://amigo.geneontology.org/amigo/term/GO:0008643	110	11	3.88853819100009	2.828826530612245	0.001729970122546165	0.025729579644509216	364;2719;3952;5906;9370;9481;10580;28999;55022;148808;286753	ENSG00000184811;ENSG00000280938;ENSG00000174697;ENSG00000153291;ENSG00000116473;ENSG00000174514;ENSG00000163884;ENSG00000181092;ENSG00000153823;ENSG00000165269;ENSG00000095637;ENSG00000147257
GO:0072507	divalent inorganic cation homeostasis	http://amigo.geneontology.org/amigo/term/GO:0072507	334	23	11.80701596176391	1.947994317487474	0.0017492714593181358	0.025729579644509216	133;287;477;794;825;857;948;1756;1908;1910;2247;3200;4499;4501;4828;5021;6288;6358;6366;6376;9481;10518;56477	ENSG00000138685;ENSG00000006210;ENSG00000092529;ENSG00000180914;ENSG00000153291;ENSG00000018625;ENSG00000135218;ENSG00000197696;ENSG00000173432;ENSG00000136425;ENSG00000136160;ENSG00000198947;ENSG00000105974;ENSG00000187193;ENSG00000148926;ENSG00000205364;ENSG00000151882;ENSG00000105997;ENSG00000124205;ENSG00000172137;ENSG00000282830;ENSG00000137077;ENSG00000276409;ENSG00000277236;ENSG00000145362
GO:0031099	regeneration	http://amigo.geneontology.org/amigo/term/GO:0031099	144	13	5.090449995491027	2.5538017290249435	0.0017556654345665113	0.025729579644509216	133;301;347;825;2348;4147;5468;5727;5802;5906;7049;56963;59352	ENSG00000105426;ENSG00000092529;ENSG00000133067;ENSG00000110195;ENSG00000116473;ENSG00000132561;ENSG00000182175;ENSG00000148926;ENSG00000185920;ENSG00000132170;ENSG00000069702;ENSG00000189058;ENSG00000135046
GO:0048545	response to steroid hormone	http://amigo.geneontology.org/amigo/term/GO:0048545	315	22	11.135359365136623	1.9756883705863297	0.001832698714641312	0.02640328656686636	133;301;477;857;1036;4129;4306;5021;5105;5468;5764;5914;6285;6422;6586;6663;8626;8644;9370;11170;11240;57678	ENSG00000160307;ENSG00000100146;ENSG00000180914;ENSG00000168309;ENSG00000151623;ENSG00000018625;ENSG00000104332;ENSG00000184347;ENSG00000181092;ENSG00000119927;ENSG00000117115;ENSG00000105974;ENSG00000124253;ENSG00000148926;ENSG00000131759;ENSG00000105894;ENSG00000196139;ENSG00000132170;ENSG00000129596;ENSG00000073282;ENSG00000135046;ENSG00000069535
GO:0016051	carbohydrate biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0016051	163	14	5.762106592118315	2.4296669588080633	0.0019066054122038878	0.027010243339555075	230;1950;2819;3952;3953;5091;5105;5239;5950;8908;9370;10317;10580;84649	ENSG00000056998;ENSG00000167588;ENSG00000174697;ENSG00000138207;ENSG00000109107;ENSG00000181092;ENSG00000154330;ENSG00000124253;ENSG00000173599;ENSG00000062282;ENSG00000095637;ENSG00000138798;ENSG00000116678;ENSG00000183778
GO:0034394	protein localization to cell surface	http://amigo.geneontology.org/amigo/term/GO:0034394	52	7	1.8382180539273154	3.808035714285714	0.0022156865963093297	0.030753295708935594	284;287;1950;2252;2824;54741;338328	ENSG00000277494;ENSG00000154188;ENSG00000046653;ENSG00000140285;ENSG00000138798;ENSG00000145362;ENSG00000213625
GO:0042180	cellular ketone metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042180	148	13	5.231851384254667	2.4847800606729176	0.002243181569357655	0.030753295708935594	32;133;301;857;1646;2819;5166;5468;8644;9370;51085;56997;84649	ENSG00000167588;ENSG00000076555;ENSG00000151632;ENSG00000163050;ENSG00000009950;ENSG00000181092;ENSG00000105974;ENSG00000148926;ENSG00000062282;ENSG00000196139;ENSG00000132170;ENSG00000004799;ENSG00000135046
GO:0071772	response to BMP	http://amigo.geneontology.org/amigo/term/GO:0071772	114	11	4.02993957976373	2.7295694593626925	0.0023032243844358646	0.03107524963127754	94;2719;6422;7049;23111;25928;55273;56963;64102;91851;348093	ENSG00000166292;ENSG00000104332;ENSG00000182175;ENSG00000139567;ENSG00000171243;ENSG00000101938;ENSG00000166831;ENSG00000000005;ENSG00000133104;ENSG00000147257;ENSG00000069702
GO:1990868	response to chemokine	http://amigo.geneontology.org/amigo/term/GO:1990868	67	8	2.368473261790964	3.377703320134024	0.0023892195258775617	0.03173182182806136	2296;2532;2920;6358;6366;6376;6586;11240	ENSG00000054598;ENSG00000006210;ENSG00000184347;ENSG00000117115;ENSG00000081041;ENSG00000137077;ENSG00000276409;ENSG00000277236;ENSG00000213088
GO:0048871	multicellular organismal homeostasis	http://amigo.geneontology.org/amigo/term/GO:0048871	364	24	12.867526377491208	1.8651603498542273	0.0024905994483399585	0.032569377401368685	32;857;948;1001;1149;1910;2167;2296;3952;3953;4057;5021;5166;5284;5950;7018;8626;8842;9370;10518;11096;50486;51085;196883	ENSG00000091513;ENSG00000054598;ENSG00000180914;ENSG00000076555;ENSG00000174697;ENSG00000138207;ENSG00000154736;ENSG00000135218;ENSG00000136425;ENSG00000136160;ENSG00000009950;ENSG00000162896;ENSG00000181092;ENSG00000170323;ENSG00000123689;ENSG00000105974;ENSG00000129467;ENSG00000284814;ENSG00000176194;ENSG00000004799;ENSG00000007062;ENSG00000062038;ENSG00000073282;ENSG00000116678;ENSG00000012223
GO:0010463	mesenchymal cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0010463	40	6	1.4140138876363963	4.243239795918368	0.00260269958804471	0.0330596256563509	2252;2719;4781;5154;5764;93986	ENSG00000147862;ENSG00000197461;ENSG00000140285;ENSG00000128573;ENSG00000105894;ENSG00000147257
GO:0042692	muscle cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0042692	264	19	9.332491658400217	2.0358978818800244	0.002631816035455481	0.0330596256563509	133;274;287;825;1756;1910;3815;4604;4629;5914;6648;8470;23462;25802;30846;55897;91653;92304;348093	ENSG00000092529;ENSG00000166823;ENSG00000136717;ENSG00000164683;ENSG00000133392;ENSG00000276480;ENSG00000136160;ENSG00000024422;ENSG00000163431;ENSG00000198947;ENSG00000161055;ENSG00000112096;ENSG00000285441;ENSG00000154556;ENSG00000148926;ENSG00000131759;ENSG00000166831;ENSG00000144857;ENSG00000157404;ENSG00000145362;ENSG00000196091
GO:0007517	muscle organ development	http://amigo.geneontology.org/amigo/term/GO:0007517	284	20	10.039498602218414	1.9921313595860881	0.002644770052508072	0.0330596256563509	825;857;1410;1756;2247;2273;2296;3131;3679;4223;4604;4638;5463;5950;6285;7049;22808;23764;93986;140706	ENSG00000160307;ENSG00000138685;ENSG00000054598;ENSG00000092529;ENSG00000184271;ENSG00000135424;ENSG00000138207;ENSG00000109846;ENSG00000158186;ENSG00000108924;ENSG00000198947;ENSG00000128573;ENSG00000022267;ENSG00000065534;ENSG00000105974;ENSG00000185022;ENSG00000101331;ENSG00000069702;ENSG00000106511;ENSG00000196091
GO:0006898	receptor-mediated endocytosis	http://amigo.geneontology.org/amigo/term/GO:0006898	227	17	8.02452881233655	2.118504450238245	0.0028851447366472494	0.035541638060147276	133;284;857;948;1191;1950;2348;3039;3043;4983;5168;6288;6366;6457;7018;84171;286133	ENSG00000140600;ENSG00000079482;ENSG00000091513;ENSG00000168079;ENSG00000110195;ENSG00000135218;ENSG00000138131;ENSG00000173432;ENSG00000154188;ENSG00000105974;ENSG00000148926;ENSG00000206172;ENSG00000136960;ENSG00000244734;ENSG00000120885;ENSG00000137077;ENSG00000138798
GO:0019932	second-messenger-mediated signaling	http://amigo.geneontology.org/amigo/term/GO:0019932	289	20	10.216250338172964	1.95766541910882	0.00323057309611563	0.039228387595689786	133;287;477;948;1672;1756;1908;1910;2770;2774;4881;5138;5140;5152;10411;23284;51806;55273;83988;196883	ENSG00000186642;ENSG00000169418;ENSG00000079337;ENSG00000160191;ENSG00000018625;ENSG00000166292;ENSG00000164825;ENSG00000284881;ENSG00000135218;ENSG00000141404;ENSG00000150471;ENSG00000136160;ENSG00000198947;ENSG00000104490;ENSG00000127955;ENSG00000129467;ENSG00000284814;ENSG00000148926;ENSG00000124205;ENSG00000152270;ENSG00000145362;ENSG00000178372
GO:1904950	negative regulation of establishment of protein localization	http://amigo.geneontology.org/amigo/term/GO:1904950	137	12	4.842997565154658	2.4778042603902874	0.003344745846609598	0.04004273196645293	284;301;347;948;1149;5138;6376;6422;9370;9647;27242;130399	ENSG00000186642;ENSG00000006210;ENSG00000100034;ENSG00000135218;ENSG00000123612;ENSG00000104332;ENSG00000154188;ENSG00000181092;ENSG00000146072;ENSG00000176194;ENSG00000189058;ENSG00000135046
GO:0022604	regulation of cell morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0022604	396	25	13.998737487600325	1.7858753349824779	0.0036261121128101648	0.04280826799845333	301;3679;3815;4133;4241;4915;5168;5649;5764;5802;6285;8322;10395;10562;23111;30011;53335;54873;55742;56920;57381;79791;114299;148170;161176	ENSG00000160307;ENSG00000105426;ENSG00000135424;ENSG00000243444;ENSG00000103264;ENSG00000010319;ENSG00000163975;ENSG00000167617;ENSG00000273622;ENSG00000273633;ENSG00000278444;ENSG00000147010;ENSG00000174804;ENSG00000189056;ENSG00000197702;ENSG00000119866;ENSG00000126785;ENSG00000078018;ENSG00000102837;ENSG00000105894;ENSG00000148053;ENSG00000133104;ENSG00000164741;ENSG00000285265;ENSG00000136960;ENSG00000099260;ENSG00000176438;ENSG00000157404;ENSG00000135046
GO:0061458	reproductive system development	http://amigo.geneontology.org/amigo/term/GO:0061458	334	22	11.80701596176391	1.863298912379323	0.0037578141614215133	0.04375537037271625	133;301;1028;2296;3205;3400;3815;3952;4435;5468;5727;5806;5914;5950;6422;6586;8322;8626;8644;23462;56977;84870	ENSG00000173320;ENSG00000054598;ENSG00000174697;ENSG00000138207;ENSG00000104332;ENSG00000184347;ENSG00000129757;ENSG00000273707;ENSG00000164683;ENSG00000174804;ENSG00000146374;ENSG00000148926;ENSG00000163661;ENSG00000131759;ENSG00000172201;ENSG00000196139;ENSG00000185920;ENSG00000132170;ENSG00000078399;ENSG00000157404;ENSG00000073282;ENSG00000125931;ENSG00000135046
GO:0043270	positive regulation of ion transport	http://amigo.geneontology.org/amigo/term/GO:0043270	176	14	6.221661105600144	2.2502029220779223	0.0038588851508836175	0.04432503213852804	287;825;857;1756;1908;2273;3952;4638;5348;5649;6330;6376;54997;342667	ENSG00000006210;ENSG00000092529;ENSG00000141750;ENSG00000177098;ENSG00000088992;ENSG00000174697;ENSG00000266964;ENSG00000189056;ENSG00000198947;ENSG00000022267;ENSG00000065534;ENSG00000105974;ENSG00000124205;ENSG00000145362
GO:0002576	platelet degranulation	http://amigo.geneontology.org/amigo/term/GO:0002576	105	10	3.7117864550455404	2.6941205053449955	0.003947240948222186	0.04467633509916238	948;1191;1675;1950;2277;5154;5175;7018;7123;7450	ENSG00000091513;ENSG00000165197;ENSG00000163815;ENSG00000197766;ENSG00000274619;ENSG00000110799;ENSG00000135218;ENSG00000261371;ENSG00000197461;ENSG00000120885;ENSG00000138798
GO:0015711	organic anion transport	http://amigo.geneontology.org/amigo/term/GO:0015711	315	21	11.135359365136623	1.8858843537414964	0.00399458996180746	0.04467633509916238	32;301;477;761;762;948;2167;2348;3039;3043;3783;3952;4828;4915;5468;7069;8671;9058;9194;11254;80763	ENSG00000167434;ENSG00000076555;ENSG00000007216;ENSG00000174697;ENSG00000110195;ENSG00000018625;ENSG00000135218;ENSG00000197696;ENSG00000118596;ENSG00000164879;ENSG00000104783;ENSG00000170323;ENSG00000268104;ENSG00000080493;ENSG00000134548;ENSG00000206172;ENSG00000148053;ENSG00000244734;ENSG00000132170;ENSG00000151365;ENSG00000135046
GO:0003014	renal system process	http://amigo.geneontology.org/amigo/term/GO:0003014	90	9	3.181531247181892	2.828826530612245	0.004437695625921334	0.04898754911731343	133;1910;3043;4162;4881;8644;9370;80763;196883	ENSG00000169418;ENSG00000076706;ENSG00000136160;ENSG00000181092;ENSG00000129467;ENSG00000284814;ENSG00000148926;ENSG00000134548;ENSG00000196139;ENSG00000244734
