"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Gene.ID"
"8121365"	"2.63e-03"	"7.64e-04"	"3.488104"	"-1.092393"	"0.2355817"	"FOXO3"	"forkhead box O3"	"2309"
"7972737"	"2.63e-03"	"7.64e-04"	"-3.487782"	"-1.093377"	"-0.2288548"	"LIG4"	"DNA ligase 4"	"3981"
"8074170"	"2.63e-03"	"7.65e-04"	"-3.487579"	"-1.093997"	"-0.7591499"	"POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH"	"POTE ankyrin domain family member B3///POTE ankyrin domain family member B-like///POTE ankyrin domain family member B///POTE ankyrin domain family member D-like///POTE ankyrin domain family member B2///POTE ankyrin domain family member F///POTE ankyrin domain family member J///POTE ankyrin domain family member M///POTE ankyrin domain family member E///POTE ankyrin domain family member K, pseudogene///POTE ankyrin domain family member G///POTE ankyrin domain family member C///POTE ankyrin domain family member D///POTE ankyrin domain family member H"	"102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784"
"8115812"	"2.63e-03"	"7.65e-04"	"3.487463"	"-1.094352"	"0.2532699"	""	""	""
"8034313"	"2.63e-03"	"7.66e-04"	"-3.487286"	"-1.094893"	"-0.380195"	"HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 6///heterogeneous nuclear ribonucleoprotein A1 pseudogene 33///heterogeneous nuclear ribonucleoprotein A1 pseudogene 27///heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1-like 2///heterogeneous nuclear ribonucleoprotein A1"	"729423///728643///664721///664709///144983///3178"
"8161693"	"2.63e-03"	"7.66e-04"	"3.487249"	"-1.095004"	"0.2974391"	""	""	""
"8175755"	"2.63e-03"	"7.66e-04"	"-3.487171"	"-1.095243"	"-0.3172319"	"CETN2"	"centrin 2"	"1069"
"8142120"	"2.63e-03"	"7.67e-04"	"3.486843"	"-1.096244"	"0.4225972"	"NAMPT"	"nicotinamide phosphoribosyltransferase"	"10135"
"7892823"	"2.63e-03"	"7.67e-04"	"3.486786"	"-1.096418"	"0.3337926"	""	""	""
"7941164"	"2.64e-03"	"7.67e-04"	"-3.486682"	"-1.096735"	"-0.321091"	"MRPL49"	"mitochondrial ribosomal protein L49"	"740"
"8121085"	"2.64e-03"	"7.68e-04"	"-3.486492"	"-1.097315"	"-0.2364701"	""	""	""
"7892816"	"2.64e-03"	"7.69e-04"	"3.486108"	"-1.098486"	"0.2551832"	""	""	""
"8143597"	"2.64e-03"	"7.69e-04"	"3.486079"	"-1.098575"	"0.3785768"	"TCAF1"	"TRPM8 channel associated factor 1"	"9747"
"7928556"	"2.64e-03"	"7.69e-04"	"3.485986"	"-1.098859"	"0.3656992"	""	""	""
"7921031"	"2.64e-03"	"7.70e-04"	"-3.485438"	"-1.100531"	"-0.4270257"	""	""	""
"8114653"	"2.65e-03"	"7.71e-04"	"-3.48533"	"-1.100858"	"-0.4006633"	"TAF7"	"TATA-box binding protein associated factor 7"	"6879"
"7934991"	"2.65e-03"	"7.71e-04"	"-3.485211"	"-1.101223"	"-0.1158208"	""	""	""
"8008517"	"2.65e-03"	"7.71e-04"	"-3.485161"	"-1.101374"	"-0.415135"	"NME1-NME2///NME1"	"NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 1"	"654364///4830"
"8148208"	"2.65e-03"	"7.72e-04"	"-3.484896"	"-1.102184"	"-0.2910371"	"FAM91A1"	"family with sequence similarity 91 member A1"	"157769"
"7894341"	"2.65e-03"	"7.72e-04"	"3.48466"	"-1.102902"	"0.3352591"	""	""	""
"8166747"	"2.65e-03"	"7.72e-04"	"-3.484635"	"-1.10298"	"-0.6959225"	"SYTL5"	"synaptotagmin like 5"	"94122"
"8083034"	"2.66e-03"	"7.74e-04"	"-3.483957"	"-1.105046"	"-0.7028342"	"CLSTN2"	"calsyntenin 2"	"64084"
"7895646"	"2.66e-03"	"7.75e-04"	"-3.483721"	"-1.105766"	"-0.4426947"	""	""	""
"7968913"	"2.66e-03"	"7.75e-04"	"3.483706"	"-1.105811"	"0.1587658"	""	""	""
"8162868"	"2.66e-03"	"7.75e-04"	"3.483686"	"-1.105873"	"0.2699328"	""	""	""
"7943156"	"2.66e-03"	"7.75e-04"	"3.483638"	"-1.106019"	"0.2603063"	""	""	""
"7981190"	"2.66e-03"	"7.75e-04"	"3.483553"	"-1.106279"	"0.1692428"	"LOC100130815"	"uncharacterized LOC100130815"	"100130815"
"8149315"	"2.66e-03"	"7.76e-04"	"3.483338"	"-1.106935"	"0.4502452"	""	""	""
"8172191"	"2.66e-03"	"7.76e-04"	"-3.483191"	"-1.107382"	"-0.4280677"	""	""	""
"8155537"	"2.66e-03"	"7.76e-04"	"3.483074"	"-1.107739"	"0.1908124"	""	""	""
"7921298"	"2.66e-03"	"7.76e-04"	"-3.483056"	"-1.107794"	"-0.3118372"	"FCRL2"	"Fc receptor like 2"	"79368"
"7894460"	"2.66e-03"	"7.76e-04"	"3.482972"	"-1.108052"	"0.2360276"	""	""	""
"8109973"	"2.66e-03"	"7.77e-04"	"3.482593"	"-1.109207"	"0.2062745"	""	""	""
"7936134"	"2.66e-03"	"7.78e-04"	"-3.482521"	"-1.109426"	"-0.3127941"	"OBFC1"	"oligonucleotide/oligosaccharide binding fold containing 1"	"79991"
"8093360"	"2.67e-03"	"7.78e-04"	"-3.482359"	"-1.109919"	"-0.2010296"	"PDE6B"	"phosphodiesterase 6B"	"5158"
"7941565"	"2.68e-03"	"7.81e-04"	"-3.48124"	"-1.113329"	"-0.4025303"	"KLC2"	"kinesin light chain 2"	"64837"
"8107208"	"2.68e-03"	"7.81e-04"	"3.481128"	"-1.113671"	"0.3070813"	"FER"	"FER tyrosine kinase"	"2241"
"8046997"	"2.68e-03"	"7.81e-04"	"-3.481072"	"-1.113841"	"-0.2682223"	"ASNSD1"	"asparagine synthetase domain containing 1"	"54529"
"8041027"	"2.68e-03"	"7.83e-04"	"-3.480594"	"-1.115298"	"-0.2472167"	"MRPL33///MRPL33"	"mitochondrial ribosomal protein L33///mitochondrial ribosomal protein L33"	"9553///9553"
"7922474"	"2.68e-03"	"7.83e-04"	"-3.480428"	"-1.115805"	"-0.49525"	"KIAA0040"	"KIAA0040"	"9674"
"8049582"	"2.68e-03"	"7.83e-04"	"-3.480333"	"-1.116096"	"-0.1344988"	"UBE2F-SCLY///SCLY"	"UBE2F-SCLY readthrough (NMD candidate)///selenocysteine lyase"	"100533179///51540"
"7916422"	"2.69e-03"	"7.85e-04"	"-3.479611"	"-1.118293"	"-0.1600484"	"PARS2"	"prolyl-tRNA synthetase 2, mitochondrial (putative)"	"25973"
"8023323"	"2.69e-03"	"7.85e-04"	"-3.479589"	"-1.118361"	"-0.2151838"	"MBD1"	"methyl-CpG binding domain protein 1"	"4152"
"7995574"	"2.69e-03"	"7.85e-04"	"-3.479556"	"-1.118461"	"-0.359122"	"HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 6///heterogeneous nuclear ribonucleoprotein A1 pseudogene 33///heterogeneous nuclear ribonucleoprotein A1 pseudogene 27///heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1-like 2///heterogeneous nuclear ribonucleoprotein A1"	"729423///728643///664721///664709///144983///3178"
"8030789"	"2.69e-03"	"7.85e-04"	"-3.479534"	"-1.118527"	"-0.2137072"	"SIGLEC7"	"sialic acid binding Ig like lectin 7"	"27036"
"8024966"	"2.69e-03"	"7.86e-04"	"3.479416"	"-1.118889"	"0.3506662"	"RPL36"	"ribosomal protein L36"	"25873"
"8180217"	"2.69e-03"	"7.87e-04"	"3.479008"	"-1.120132"	"0.3251126"	""	""	""
"7942839"	"2.69e-03"	"7.87e-04"	"3.478838"	"-1.12065"	"0.1995643"	"PCF11"	"PCF11 cleavage and polyadenylation factor subunit"	"51585"
"7895968"	"2.69e-03"	"7.87e-04"	"-3.478711"	"-1.121035"	"-0.2099757"	""	""	""
"8124726"	"2.69e-03"	"7.88e-04"	"-3.478602"	"-1.121367"	"-0.1495898"	"TRIM26"	"tripartite motif containing 26"	"7726"
"7958130"	"2.69e-03"	"7.88e-04"	"-3.47855"	"-1.121527"	"-0.1677731"	"HSP90B1"	"heat shock protein 90 beta family member 1"	"7184"
"7933372"	"2.70e-03"	"7.88e-04"	"3.478396"	"-1.121996"	"0.2381542"	"GDF10///GDF10"	"growth differentiation factor 10///growth differentiation factor 10"	"2662///2662"
"7936096"	"2.70e-03"	"7.89e-04"	"3.478054"	"-1.123038"	"0.2217422"	"PDCD11"	"programmed cell death 11"	"22984"
"7976818"	"2.70e-03"	"7.89e-04"	"3.478031"	"-1.123108"	"0.3475392"	"SNORD114-6"	"small nucleolar RNA, C/D box 114-6"	"767582"
"7986642"	"2.70e-03"	"7.90e-04"	"3.477813"	"-1.123771"	"0.2436281"	"GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A"	"golgin A8 family member R///golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member B///golgin A8 family member E, pseudogene///golgin A8 family member G///golgin A8 family member A"	"101059918///100132979///100132565///729786///728047///653720///653125///653073///653061///643699///440270///390535///283768///23015"
"7908178"	"2.71e-03"	"7.91e-04"	"3.477168"	"-1.125735"	"0.2515152"	"SWT1"	"SWT1, RNA endoribonuclease homolog"	"54823"
"8014454"	"2.71e-03"	"7.92e-04"	"-3.47711"	"-1.125912"	"-0.2487875"	"MYO19"	"myosin XIX"	"80179"
"8066091"	"2.71e-03"	"7.92e-04"	"-3.477064"	"-1.126053"	"-0.2177129"	"SOGA1"	"suppressor of glucose, autophagy associated 1"	"140710"
"7980983"	"2.71e-03"	"7.93e-04"	"-3.476577"	"-1.127535"	"-0.2355765"	"MOAP1"	"modulator of apoptosis 1"	"64112"
"7893255"	"2.71e-03"	"7.94e-04"	"3.476269"	"-1.128473"	"0.5857248"	""	""	""
"7934091"	"2.71e-03"	"7.94e-04"	"-3.476044"	"-1.129157"	"-0.1970032"	""	""	""
"8074153"	"2.72e-03"	"7.95e-04"	"3.475777"	"-1.129969"	"0.2338445"	"ACR"	"acrosin"	"49"
"8008547"	"2.72e-03"	"7.95e-04"	"-3.475604"	"-1.130497"	"-0.4212857"	"TOM1L1"	"target of myb1 like 1 membrane trafficking protein"	"10040"
"8105579"	"2.72e-03"	"7.96e-04"	"3.475467"	"-1.130914"	"0.3234551"	"LRRC70"	"leucine rich repeat containing 70"	"100130733"
"7956639"	"2.72e-03"	"7.96e-04"	"-3.475306"	"-1.131405"	"-0.2437195"	"TSFM"	"Ts translation elongation factor, mitochondrial"	"10102"
"8044880"	"2.72e-03"	"7.96e-04"	"3.475306"	"-1.131405"	"0.3234909"	""	""	""
"7893451"	"2.72e-03"	"7.96e-04"	"-3.475241"	"-1.131601"	"-0.455517"	""	""	""
"7892538"	"2.72e-03"	"7.97e-04"	"3.475171"	"-1.131815"	"0.4511873"	""	""	""
"7892898"	"2.72e-03"	"7.98e-04"	"3.474683"	"-1.133301"	"0.3802118"	""	""	""
"7958375"	"2.72e-03"	"7.98e-04"	"3.474605"	"-1.133536"	"0.3288011"	""	""	""
"8036136"	"2.73e-03"	"7.98e-04"	"-3.47452"	"-1.133797"	"-0.2459888"	"IGFLR1"	"IGF like family receptor 1"	"79713"
"7933842"	"2.73e-03"	"7.99e-04"	"-3.474184"	"-1.134819"	"-0.8509185"	"TMEM26"	"transmembrane protein 26"	"219623"
"8124397"	"2.73e-03"	"7.99e-04"	"-3.474065"	"-1.13518"	"-0.472608"	"HIST1H1C"	"histone cluster 1, H1c"	"3006"
"7895068"	"2.73e-03"	"8.00e-04"	"-3.473929"	"-1.135595"	"-0.3118668"	""	""	""
"8160602"	"2.73e-03"	"8.00e-04"	"-3.473702"	"-1.136286"	"-0.1682289"	"APTX"	"aprataxin"	"54840"
"8016982"	"2.73e-03"	"8.01e-04"	"-3.473666"	"-1.136395"	"-0.2772926"	"SUPT4H1"	"SPT4 homolog, DSIF elongation factor subunit"	"6827"
"8154233"	"2.73e-03"	"8.01e-04"	"-3.473313"	"-1.13747"	"-0.4292019"	"CD274"	"CD274 molecule"	"29126"
"7987230"	"2.74e-03"	"8.02e-04"	"3.472977"	"-1.138491"	"0.1698955"	"LPCAT4"	"lysophosphatidylcholine acyltransferase 4"	"254531"
"8093993"	"2.74e-03"	"8.02e-04"	"-3.472934"	"-1.138623"	"-0.216247"	"TADA2B"	"transcriptional adaptor 2B"	"93624"
"7895493"	"2.74e-03"	"8.02e-04"	"3.472922"	"-1.138658"	"0.6013712"	""	""	""
"8166948"	"2.74e-03"	"8.03e-04"	"3.472849"	"-1.138881"	"0.3833643"	""	""	""
"8140909"	"2.74e-03"	"8.03e-04"	"3.472529"	"-1.139856"	"0.2359424"	"ERVW-1"	"endogenous retrovirus group W member 1"	"30816"
"8072279"	"2.75e-03"	"8.05e-04"	"3.471842"	"-1.141943"	"0.1862961"	"MTMR3"	"myotubularin related protein 3"	"8897"
"8071392"	"2.75e-03"	"8.05e-04"	"3.471835"	"-1.141965"	"0.2246774"	"MED15"	"mediator complex subunit 15"	"51586"
"7892980"	"2.75e-03"	"8.06e-04"	"3.471696"	"-1.142389"	"0.5849581"	""	""	""
"8051061"	"2.75e-03"	"8.07e-04"	"-3.471218"	"-1.143843"	"-0.2630799"	"UCN"	"urocortin"	"7349"
"8035903"	"2.75e-03"	"8.07e-04"	"3.471131"	"-1.144107"	"0.2118419"	""	""	""
"7892934"	"2.76e-03"	"8.09e-04"	"-3.470561"	"-1.14584"	"-0.3787407"	""	""	""
"7963588"	"2.76e-03"	"8.09e-04"	"3.470375"	"-1.146406"	"0.2451985"	""	""	""
"8157058"	"2.76e-03"	"8.10e-04"	"-3.470112"	"-1.147206"	"-0.3935092"	"FSD1L"	"fibronectin type III and SPRY domain containing 1 like"	"83856"
"7938989"	"2.76e-03"	"8.10e-04"	"3.470075"	"-1.147316"	"0.2267294"	"GAS2"	"growth arrest specific 2"	"2620"
"8100376"	"2.76e-03"	"8.10e-04"	"-3.470007"	"-1.147523"	"-0.207786"	""	""	""
"8014825"	"2.76e-03"	"8.11e-04"	"3.469794"	"-1.148172"	"0.2754168"	"FBXL20"	"F-box and leucine rich repeat protein 20"	"84961"
"7920128"	"2.77e-03"	"8.13e-04"	"-3.469055"	"-1.150418"	"-0.3358002"	"S100A11"	"S100 calcium binding protein A11"	"6282"
"8107094"	"2.77e-03"	"8.13e-04"	"-3.468885"	"-1.150935"	"-0.2548821"	""	""	""
"8162419"	"2.77e-03"	"8.13e-04"	"-3.468742"	"-1.151369"	"-0.1286824"	""	""	""
"7895402"	"2.77e-03"	"8.14e-04"	"-3.468608"	"-1.151777"	"-0.1675103"	""	""	""
"8143697"	"2.78e-03"	"8.15e-04"	"-3.468086"	"-1.153365"	"-0.195668"	"ZNF786"	"zinc finger protein 786"	"136051"
"7916570"	"2.78e-03"	"8.17e-04"	"-3.46743"	"-1.155358"	"-0.3215547"	"OMA1"	"OMA1 zinc metallopeptidase"	"115209"
"7936529"	"2.78e-03"	"8.17e-04"	"-3.467321"	"-1.155688"	"-0.3211464"	"SHTN1"	"shootin 1"	"57698"
"8097991"	"2.78e-03"	"8.18e-04"	"-3.467234"	"-1.155953"	"-0.5237496"	"TDO2"	"tryptophan 2,3-dioxygenase"	"6999"
"7961026"	"2.78e-03"	"8.18e-04"	"3.467216"	"-1.156007"	"0.5125464"	"OVOS///OVOS2"	"ovostatin///ovostatin 2"	"408186///144203"
"8088745"	"2.78e-03"	"8.18e-04"	"3.466994"	"-1.156682"	"0.3270438"	"FRMD4B"	"FERM domain containing 4B"	"23150"
"8078153"	"2.79e-03"	"8.21e-04"	"3.466059"	"-1.159522"	"0.305641"	""	""	""
"7906878"	"2.79e-03"	"8.21e-04"	"3.465946"	"-1.159866"	"0.5342061"	"DDR2"	"discoidin domain receptor tyrosine kinase 2"	"4921"
"8022644"	"2.79e-03"	"8.21e-04"	"3.46576"	"-1.16043"	"0.1758936"	""	""	""
"8174592"	"2.80e-03"	"8.22e-04"	"-3.465523"	"-1.161151"	"-0.1981985"	""	""	""
"7912112"	"2.80e-03"	"8.22e-04"	"-3.465398"	"-1.16153"	"-0.195699"	"DNAJC11"	"DnaJ heat shock protein family (Hsp40) member C11"	"55735"
"7924840"	"2.80e-03"	"8.23e-04"	"-3.465236"	"-1.162023"	"-0.2492862"	""	""	""
"7991138"	"2.80e-03"	"8.23e-04"	"3.465108"	"-1.16241"	"0.2448419"	"NMB"	"neuromedin B"	"4828"
"8048541"	"2.80e-03"	"8.24e-04"	"3.464764"	"-1.163454"	"0.4892773"	"DES"	"desmin"	"1674"
"8107655"	"2.81e-03"	"8.26e-04"	"-3.463957"	"-1.165907"	"-0.2747337"	"CSNK1G3"	"casein kinase 1 gamma 3"	"1456"
"7994570"	"2.81e-03"	"8.27e-04"	"3.463739"	"-1.166567"	"0.3415887"	""	""	""
"7921449"	"2.81e-03"	"8.27e-04"	"-3.463563"	"-1.167102"	"-0.1714923"	"CRP"	"C-reactive protein, pentraxin-related"	"1401"
"8124537"	"2.81e-03"	"8.28e-04"	"-3.463322"	"-1.167834"	"-0.5013853"	"HIST1H3J"	"histone cluster 1, H3j"	"8356"
"8085689"	"2.81e-03"	"8.28e-04"	"3.463277"	"-1.16797"	"0.1619282"	"TBC1D5"	"TBC1 domain family member 5"	"9779"
"7894646"	"2.82e-03"	"8.29e-04"	"3.462873"	"-1.169198"	"0.455099"	""	""	""
"7895891"	"2.82e-03"	"8.29e-04"	"-3.462785"	"-1.169464"	"-0.2860328"	""	""	""
"8058024"	"2.82e-03"	"8.30e-04"	"3.4626"	"-1.170026"	"0.1601943"	"SF3B1"	"splicing factor 3b subunit 1"	"23451"
"7914500"	"2.82e-03"	"8.30e-04"	"3.462458"	"-1.170456"	"0.3359383"	"TMEM234"	"transmembrane protein 234"	"56063"
"7933084"	"2.82e-03"	"8.31e-04"	"3.462191"	"-1.171268"	"0.4191553"	"NAMPT"	"nicotinamide phosphoribosyltransferase"	"10135"
"8109828"	"2.83e-03"	"8.33e-04"	"-3.4616"	"-1.17306"	"-0.1256074"	""	""	""
"8115076"	"2.83e-03"	"8.34e-04"	"-3.461207"	"-1.174255"	"-0.3844542"	"CSF1R"	"colony stimulating factor 1 receptor"	"1436"
"8148565"	"2.84e-03"	"8.35e-04"	"-3.460615"	"-1.176051"	"-0.2056336"	"GML"	"glycosylphosphatidylinositol anchored molecule like"	"2765"
"8005992"	"2.84e-03"	"8.36e-04"	"-3.460565"	"-1.176203"	"-0.1335984"	""	""	""
"8133032"	"2.84e-03"	"8.36e-04"	"3.460218"	"-1.177256"	"0.2826473"	""	""	""
"8021966"	"2.84e-03"	"8.37e-04"	"3.460201"	"-1.177306"	"0.3361975"	"ENOSF1"	"enolase superfamily member 1"	"55556"
"8066739"	"2.85e-03"	"8.39e-04"	"3.459258"	"-1.180168"	"0.2063775"	"ZNF663P"	"zinc finger protein 663, pseudogene"	"100130934"
"8174576"	"2.85e-03"	"8.39e-04"	"3.459185"	"-1.180389"	"0.3932319"	"AMOT"	"angiomotin"	"154796"
"7894833"	"2.85e-03"	"8.41e-04"	"3.458695"	"-1.181874"	"0.2296442"	""	""	""
"8165083"	"2.86e-03"	"8.42e-04"	"-3.458252"	"-1.183218"	"-0.1685709"	"LHX3"	"LIM homeobox 3"	"8022"
"7959408"	"2.86e-03"	"8.44e-04"	"-3.457403"	"-1.185793"	"-0.3377"	"KNTC1"	"kinetochore associated 1"	"9735"
"7940409"	"2.87e-03"	"8.45e-04"	"-3.457025"	"-1.186938"	"-0.4385028"	"CD5"	"CD5 molecule"	"921"
"7994123"	"2.87e-03"	"8.45e-04"	"-3.45695"	"-1.187166"	"-0.2355692"	"CHP2"	"calcineurin like EF-hand protein 2"	"63928"
"7905088"	"2.87e-03"	"8.47e-04"	"-3.45638"	"-1.188893"	"-0.3931624"	"HIST2H2AC"	"histone cluster 2, H2ac"	"8338"
"7905054"	"2.88e-03"	"8.49e-04"	"3.455709"	"-1.190926"	"0.3802058"	"RNVU1-4"	"RNA, variant U1 small nuclear 4"	"101954264"
"7893431"	"2.88e-03"	"8.50e-04"	"3.455413"	"-1.191825"	"0.3660859"	""	""	""
"8065194"	"2.88e-03"	"8.50e-04"	"3.455252"	"-1.192311"	"0.4777697"	""	""	""
"8046815"	"2.89e-03"	"8.51e-04"	"-3.45489"	"-1.193411"	"-0.2026773"	"ZNF804A"	"zinc finger protein 804A"	"91752"
"8049299"	"2.89e-03"	"8.51e-04"	"3.454884"	"-1.193428"	"0.4542127"	"SCARNA6"	"small Cajal body-specific RNA 6"	"677772"
"8050719"	"2.89e-03"	"8.52e-04"	"3.454673"	"-1.194068"	"0.2485731"	"ITSN2"	"intersectin 2"	"50618"
"7895387"	"2.89e-03"	"8.52e-04"	"-3.454656"	"-1.194118"	"-0.3881795"	""	""	""
"8032284"	"2.89e-03"	"8.53e-04"	"-3.454339"	"-1.195078"	"-0.2777541"	"UQCR11"	"ubiquinol-cytochrome c reductase, complex III subunit XI"	"10975"
"7895737"	"2.89e-03"	"8.53e-04"	"-3.454235"	"-1.195394"	"-0.2230871"	""	""	""
"7926670"	"2.89e-03"	"8.54e-04"	"-3.453784"	"-1.196759"	"-0.3037928"	""	""	""
"8000310"	"2.90e-03"	"8.55e-04"	"-3.453587"	"-1.197358"	"-0.1886257"	"EARS2"	"glutamyl-tRNA synthetase 2, mitochondrial"	"124454"
"8089287"	"2.90e-03"	"8.55e-04"	"-3.453388"	"-1.197959"	"-0.1456442"	""	""	""
"8176578"	"2.90e-03"	"8.56e-04"	"-3.452965"	"-1.199243"	"-0.1431809"	"USP9Y"	"ubiquitin specific peptidase 9, Y-linked"	"8287"
"8073705"	"2.90e-03"	"8.57e-04"	"3.452957"	"-1.199265"	"0.1545373"	"PRR5-ARHGAP8///PRR5///ARHGAP8"	"PRR5-ARHGAP8 readthrough///proline rich 5///Rho GTPase activating protein 8"	"553158///55615///23779"
"8053775"	"2.91e-03"	"8.58e-04"	"3.452432"	"-1.200857"	"0.2384772"	"ZNF514"	"zinc finger protein 514"	"84874"
"8118804"	"2.91e-03"	"8.58e-04"	"-3.452425"	"-1.200878"	"-0.1879809"	"PACSIN1"	"protein kinase C and casein kinase substrate in neurons 1"	"29993"
"8158725"	"2.91e-03"	"8.58e-04"	"3.452296"	"-1.201269"	"0.2139113"	"ABL1"	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	"25"
"8024120"	"2.91e-03"	"8.59e-04"	"-3.452021"	"-1.2021"	"-0.1708403"	"ABCA7"	"ATP binding cassette subfamily A member 7"	"10347"
"8139889"	"2.91e-03"	"8.60e-04"	"3.451873"	"-1.202548"	"0.3302408"	""	""	""
"7910022"	"2.91e-03"	"8.60e-04"	"-3.451636"	"-1.203267"	"-0.2908447"	"CNIH3"	"cornichon family AMPA receptor auxiliary protein 3"	"149111"
"7894172"	"2.91e-03"	"8.60e-04"	"-3.451616"	"-1.203327"	"-0.3457424"	""	""	""
"8024255"	"2.91e-03"	"8.60e-04"	"-3.451607"	"-1.203354"	"-0.2180447"	"MUM1"	"melanoma associated antigen (mutated) 1"	"84939"
"8102162"	"2.91e-03"	"8.60e-04"	"-3.451594"	"-1.203393"	"-0.2397081"	"INTS12"	"integrator complex subunit 12"	"57117"
"8151637"	"2.91e-03"	"8.61e-04"	"-3.451322"	"-1.204216"	"-0.1727478"	"SLC7A13"	"solute carrier family 7 member 13"	"157724"
"7926403"	"2.91e-03"	"8.62e-04"	"3.451106"	"-1.204872"	"0.1444413"	"TMEM236"	"transmembrane protein 236"	"653567"
"7926445"	"2.91e-03"	"8.62e-04"	"3.451106"	"-1.204872"	"0.1444413"	"TMEM236"	"transmembrane protein 236"	"653567"
"8167878"	"2.92e-03"	"8.63e-04"	"3.45075"	"-1.20595"	"0.3465825"	""	""	""
"7895841"	"2.92e-03"	"8.64e-04"	"-3.4504"	"-1.207009"	"-0.4100326"	""	""	""
"7896101"	"2.92e-03"	"8.65e-04"	"-3.45009"	"-1.207947"	"-0.3723073"	""	""	""
"8117628"	"2.93e-03"	"8.65e-04"	"3.449791"	"-1.208853"	"0.2348233"	""	""	""
"7924987"	"2.93e-03"	"8.65e-04"	"-3.449753"	"-1.208968"	"-0.572178"	"AGT"	"angiotensinogen"	"183"
"7958207"	"2.93e-03"	"8.67e-04"	"-3.449378"	"-1.210102"	"-0.3967096"	""	""	""
"7893678"	"2.93e-03"	"8.67e-04"	"-3.449312"	"-1.210302"	"-0.4242791"	""	""	""
"8052762"	"2.93e-03"	"8.67e-04"	"-3.44916"	"-1.210762"	"-0.3132951"	"GFPT1"	"glutamine--fructose-6-phosphate transaminase 1"	"2673"
"7962201"	"2.94e-03"	"8.69e-04"	"3.44852"	"-1.212699"	"0.1725714"	""	""	""
"7966760"	"2.94e-03"	"8.69e-04"	"-3.448362"	"-1.213177"	"-0.2372777"	"FBXO21"	"F-box protein 21"	"23014"
"8117377"	"2.94e-03"	"8.70e-04"	"3.448126"	"-1.213893"	"0.6621424"	"HIST1H1E"	"histone cluster 1, H1e"	"3008"
"7984943"	"2.94e-03"	"8.70e-04"	"-3.448117"	"-1.213918"	"-0.18139"	"PPCDC"	"phosphopantothenoylcysteine decarboxylase"	"60490"
"7894220"	"2.94e-03"	"8.71e-04"	"3.447855"	"-1.214711"	"0.5357044"	""	""	""
"7982022"	"2.94e-03"	"8.71e-04"	"-3.447751"	"-1.215027"	"-0.2088326"	"SNORD115-8"	"small nucleolar RNA, C/D box 115-8"	"100033445"
"7942284"	"2.95e-03"	"8.73e-04"	"3.447159"	"-1.216818"	"0.2588682"	"DEFB108B"	"defensin beta 108B"	"245911"
"8094136"	"2.95e-03"	"8.73e-04"	"3.447159"	"-1.216818"	"0.2588682"	"DEFB108B"	"defensin beta 108B"	"245911"
"8117707"	"2.95e-03"	"8.74e-04"	"-3.446745"	"-1.218068"	"-0.163385"	"LINC01556"	"long intergenic non-protein coding RNA 1556"	"729583"
"8020375"	"2.95e-03"	"8.75e-04"	"-3.4465"	"-1.218812"	"-0.3844394"	""	""	""
"8088889"	"2.96e-03"	"8.76e-04"	"3.446018"	"-1.220269"	"0.2663819"	""	""	""
"7893710"	"2.96e-03"	"8.77e-04"	"3.445728"	"-1.221145"	"0.2647311"	""	""	""
"8148982"	"2.97e-03"	"8.79e-04"	"3.444822"	"-1.223886"	"0.3051697"	"LOC105377774"	"uncharacterized LOC105377774"	"105377774"
"7962487"	"2.97e-03"	"8.80e-04"	"-3.444756"	"-1.224084"	"-0.2834126"	"RACGAP1P"	"Rac GTPase activating protein 1 pseudogene"	"83956"
